Date,DST,ONI,Go_Deeper,Chatting,Stardew,DD,Ori_Blind_Forest,Manual_Samuel,Divinity_II,Drawful2,Running_Rifles,Cat_Quest,Cuphead,Hotline_Miami,Terraria,DS,Getting_Over_It,Golf_w_Friends,Escapists2,Human_Fall_Flat,Castle_Crashers,Bridge_Constructor_Portal,Choice_Chamber,KTANE,Doki_Doki,GeoGuessr,Jackbox,We_Were_Here_Too,Stick_Fight,Hacktag,Into_Breach,Portia,Act_it_OutXL,Little Nightmares,Dauntless,Domina,ToS,Surviving_Mars,Way_Out,Move_Die,Hollow_Knight,Spy_Party,Monster_Prom,Shantae_Pirates_Curse,Subnautica,Use_Your_Words,Witch_It,Im_Bread,Agario,Moonlighter,Ultimate_Chicken_Horse,Spelunky,Overcooked2,Graveyard_Keeper,DBD,Amnesia_Dark_Descent,Layers_of_Fear,Borderlands2,Rapture_Rejects,Undertale,Into_the_Breach,Marbles,Tabletop_Sim,2Point_Hospital,Yokus_Island,Slime_Rancher,Secret_Neighbor,Hotline_Miami,Cook_Serve_Delicious2,,Time_Portia,Griftlands,Stream_Raiders,Yomawari,Darkwood,7D2D,Dream_Daddy,ARK,Stream_Racer,Average Viewers,Chat Messages,Chatters,Clip Views,Clips Created,Follows,Hosts and Raids Viewers (%),Live Views,Max Viewers,Minutes Watched,Minutes Streamed,Unique Viewers,Sub Revenue,Prime Revenue,Gifted Subs Revenue,Bits Revenue,Ad Revenue,Extensions Revenue,Bounties Revenue,Prime Subs,Total Paid Subs,Tier 1 subs,Tier 2 subs,Tier 3 subs,Total Gifted Subs,Gifted Tier 1 subs,Gifted Tier 2 subs,Gifted Tier 3 subs,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_4,day_of_week_5,day_of_week_6,day_of_week_7,Total_Sub_Revenue,donations,Total_Earnings,streak,activity,avg_message_per_viewer,user_chatting_percent
2/14/2018,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,1360,41,8,2,5,10.58,251,34,5077,237,131,0,0,4.64,0.15,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,4.79,0,4.79,21,0.966666667,10.38167939,31.29770992
2/15/2018,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.38,2055,48,18,4,4,6.66,289,33,6592,284,176,0,2.495,0,1.44,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.935,0,3.935,22,0.966666667,11.67613636,27.27272727
2/16/2018,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.73,3227,50,30,6,2,4.21,259,36,6953,297,138,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.1,5,8.1,23,0.966666667,23.38405797,36.23188406
2/17/2018,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.12,1189,36,29,7,0,3.96,172,36,4368,243,97,0,2.495,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.495,0,2.495,24,0.966666667,12.25773196,37.11340206
2/18/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.39,680,37,29,3,4,3.46,230,27,5052,352,141,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0,0.29,25,0.966666667,4.822695035,26.24113475
2/19/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,1,0,1,0,0,0,1,2.27,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.27,0,2.27,0,0.933333333,0,0
2/20/2018,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.55,2691,51,25,1,2,1.29,289,43,8197,350,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.933333333,14.23809524,26.98412698
2/21/2018,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.17,2113,52,14,0,7,7.58,257,43,6927,300,174,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.05,0,2.05,2,0.933333333,12.14367816,29.88505747
2/22/2018,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.31,2987,55,11,0,6,6.83,279,43,7317,329,161,4.49,0,0,8.05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.54,0,12.54,3,0.933333333,18.55279503,34.16149068
2/23/2018,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.38,2665,61,5,2,5,5.15,348,38,8986,356,211,0,2.495,4.49,1.55,0,0,0,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,8.535,0,8.535,4,0.966666667,12.63033175,28.90995261
2/24/2018,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.27,3404,52,10,0,5,1.87,276,36,8512,326,146,2.32,2.495,4.49,50.1,0,0,0,1,1,1,0,0,2,2,0,0,0,0,1,0,0,0,0,59.405,0,59.405,5,0.966666667,23.31506849,35.61643836
2/25/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.82,3638,65,10,5,10,7.33,384,54,8828,298,222,0,2.495,7.05,0.05,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,9.595,0,9.595,6,0.966666667,16.38738739,29.27927928
2/26/2018,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.99,3544,49,19,3,4,2.48,255,34,6443,295,141,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,0,0.6,7,0.966666667,25.13475177,34.75177305
2/27/2018,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.93,120,8,3,0,2,0.33,32,24,917,46,25,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.11,0,0.11,8,0.966666667,4.8,32
2/28/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,3989,33,13,1,1,0.49,169,26,4456,239,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0.966666667,41.12371134,34.02061856
3/1/2018,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.26,1338,41,8,0,4,9.48,157,32,3945,217,101,0,0,4.7,6.17,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,10.87,0,10.87,10,0.966666667,13.24752475,40.59405941
3/2/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.99,2935,49,13,7,9,1.45,242,27,6218,313,124,0,0,2.245,24.2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,26.445,0,26.445,11,0.966666667,23.66935484,39.51612903
3/3/2018,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,152,20,6,2,1,7.38,80,27,2522,123,69,14.09,0,2.35,0.1,0,0,0,0,4,2,2,0,1,1,0,0,0,0,1,0,0,0,0,16.54,0,16.54,12,0.966666667,2.202898551,28.98550725
3/4/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.98,2302,44,7,3,2,0.58,232,40,5821,235,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0.966666667,15.87586207,30.34482759
3/5/2018,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.65,2855,53,23,3,7,10.33,311,60,9380,353,213,4.59,0,2.27,63.8,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,0,0,70.66,34.32,104.98,14,0.966666667,13.40375587,24.88262911
3/6/2018,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.45,691,17,7,1,2,5.85,52,31,2240,88,42,0,0,2.32,0.65,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.97,0,2.97,15,0.966666667,16.45238095,40.47619048
3/7/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2,2778,47,3,3,1,6.66,223,54,6337,234,148,4.6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.6,0,4.6,16,0.966666667,18.77027027,31.75675676
3/8/2018,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.05,2398,37,15,2,3,1.66,212,38,4873,223,100,2.27,0,4.67,8.33,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,0,0,0,0,15.27,0,15.27,17,0.966666667,23.98,37
3/9/2018,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.09,3414,53,16,4,7,4.02,291,36,8767,365,172,2.32,0,0,10.11,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.43,125,137.43,18,0.966666667,19.84883721,30.81395349
3/10/2018,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.21,363,20,11,0,2,3.32,35,35,964,33,28,4.42,0,0,12.66,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,17.08,0,17.08,19,0.966666667,12.96428571,71.42857143
3/11/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.76,2744,49,2,2,3,1.79,172,34,4534,178,113,2.32,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.32,0,2.32,20,0.966666667,24.28318584,43.36283186
3/12/2018,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,4387,52,9,0,9,5.63,331,41,9451,317,203,11.72,0,0,24,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,35.72,0,35.72,21,0.966666667,21.61083744,25.61576355
3/13/2018,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.09,1884,38,11,1,12,14.87,148,61,5305,147,118,0,4.99,0,17.37,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.36,0,22.36,22,0.966666667,15.96610169,32.20338983
3/14/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.32,3035,42,5,4,2,1.92,241,41,5570,232,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0.966666667,25.72033898,35.59322034
3/15/2018,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.42,3543,58,16,1,5,0.26,317,45,8698,308,168,0,0,2.32,117.3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,119.62,0,119.62,24,0.966666667,21.08928571,34.52380952
3/16/2018,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.46,3790,58,15,3,2,8.19,334,37,9394,356,211,2.35,0,2.35,48.19,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,52.89,0,52.89,25,0.966666667,17.96208531,27.48815166
3/17/2018,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.57,2076,62,30,2,5,12.18,349,34,9189,428,207,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.7,0,4.7,26,0.966666667,10.02898551,29.95169082
3/18/2018,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.933333333,Unknown,Unknown
3/19/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,1,3,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.27,0,2.27,0,0.9,Unknown,Unknown
3/20/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.866666667,Unknown,Unknown
3/21/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.06,2050,43,6,6,0,2.89,196,35,5120,225,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,250,250,1,0.9,16.14173228,33.85826772
3/22/2018,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.41,3133,62,16,6,3,8.86,289,39,8891,314,198,7.03,2.495,2.32,103.25,0,0,0,1,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,115.095,0,115.095,2,0.9,15.82323232,31.31313131
3/23/2018,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.04,3048,47,11,5,4,6.68,278,43,8230,276,141,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.13,0,1.13,3,0.9,21.61702128,33.33333333
3/24/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.95,2717,51,13,3,3,4.14,300,38,7630,296,148,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.11,5,7.11,4,0.9,18.35810811,34.45945946
3/25/2018,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.72,4913,66,33,12,8,3.17,284,40,9031,340,155,2.32,0,4.67,1,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,0,0,0,7.99,0,7.99,5,0.9,31.69677419,42.58064516
3/26/2018,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.75,4985,60,24,3,2,4,277,37,8326,302,170,1.995,0,2.35,1.81,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,6.155,0,6.155,6,0.9,29.32352941,35.29411765
3/27/2018,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,330,26,9,0,0,1.94,30,32,1289,48,22,0,0,16.165,2.32,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,1,0,18.485,0,18.485,7,0.9,15,118.1818182
3/28/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.93,2085,40,21,5,0,0.3,252,31,5366,236,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0.9,17.23140496,33.05785124
3/29/2018,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.11,2960,53,21,2,3,0.71,259,37,6055,264,162,0,0,2.32,7.47,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,9.79,0,9.79,9,0.9,18.27160494,32.71604938
3/30/2018,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.62,3255,45,14,0,5,4.83,350,33,8741,371,179,0,0,2.245,3.75,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5.995,0,5.995,10,0.9,18.18435754,25.1396648
3/31/2018,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6,1544,61,7,2,12,14.52,311,42,6088,259,231,0,0,4.64,3.25,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,7.89,0,7.89,11,0.9,6.683982684,26.40692641
4/1/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.19,2572,68,17,1,12,10.54,364,48,9953,342,230,0,2.495,0,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.665,0,2.665,12,0.9,11.1826087,29.56521739
4/2/2018,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.13,2869,60,31,7,14,9.12,302,33,6362,277,176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,13,0.9,16.30113636,34.09090909
4/3/2018,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9,335,21,25,3,3,16.45,125,52,2961,90,95,9.305,0,2.35,576.71,0,0,0,0,3,2,1,0,1,1,0,0,0,0,0,0,0,1,0,588.365,0,588.365,14,0.9,3.526315789,22.10526316
4/4/2018,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,5307,84,6,5,8,2.56,593,41,13379,594,287,0,2.495,6.96,13.99,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,23.445,0,23.445,15,0.9,18.4912892,29.26829268
4/5/2018,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.36,4149,96,11,4,16,7.33,658,42,13413,601,357,4.515,0,7.02,2.49,0,0,0,0,2,2,0,0,3,3,0,0,1,0,0,0,0,0,0,14.025,195,209.025,16,0.9,11.62184874,26.8907563
4/6/2018,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.95,4474,75,20,7,6,12.39,418,50,17640,591,240,0,0,20.895,0.5,0,0,0,0,0,0,0,0,8,7,1,0,0,1,0,0,0,0,0,21.395,0,21.395,17,0.9,18.64166667,31.25
4/7/2018,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.57,3692,73,51,7,10,7.3,460,43,12427,579,254,6.92,0,0,0.17,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,7.09,0,7.09,18,0.9,14.53543307,28.74015748
4/8/2018,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.93,153,17,32,4,0,10.64,53,32,1212,45,31,2.27,0,0,0.12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.39,0,2.39,19,0.9,4.935483871,54.83870968
4/9/2018,,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.59,4080,84,12,2,12,7.23,467,42,15344,578,266,2.27,0,2.35,0.15,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,4.77,0,4.77,20,0.9,15.33834586,31.57894737
4/10/2018,,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.38,268,25,10,0,1,3.96,47,37,2248,74,35,2.21,0,0,3.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.52,0,5.52,21,0.9,7.657142857,71.42857143
4/11/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.36,1627,44,10,0,0,2.4,171,27,4297,236,104,2.32,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.32,0,2.32,22,0.9,15.64423077,42.30769231
4/12/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.78,2737,74,4,2,9,13.75,316,38,10440,441,207,4.59,0,0,3.63,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,8.22,0,8.22,23,0.9,13.22222222,35.74879227
4/13/2018,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.88,2274,47,3,1,0,6.01,170,36,6541,302,99,0,4.99,0,0.04,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.03,1.69,6.72,24,0.9,22.96969697,47.47474747
4/14/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.41,2720,63,12,2,7,4.16,391,46,9859,390,242,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.03,0,1.03,25,0.9,11.23966942,26.03305785
4/15/2018,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.91,1427,48,9,0,15,18.46,229,52,5564,143,158,2.32,2.495,0,0.72,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.535,0,5.535,26,0.9,9.03164557,30.37974684
4/16/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.45,2976,39,7,3,2,0.56,164,28,4435,229,107,2.35,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.35,0,2.35,27,0.9,27.81308411,36.44859813
4/17/2018,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.03,991,29,26,2,5,17.28,76,30,2870,179,58,2.32,0,0,16.24,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18.56,0,18.56,28,0.933333333,17.0862069,50
4/18/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.61,2548,47,6,1,4,1.67,216,40,5636,230,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0.966666667,20.06299213,37.00787402
4/19/2018,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.88,4213,54,10,3,4,3.26,226,39,8307,322,140,2.27,0,0,14.35,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.62,0,16.62,30,1,30.09285714,38.57142857
4/20/2018,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.47,2933,48,27,3,4,12.91,207,39,8754,374,133,2.21,0,0,10.77,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12.98,0,12.98,31,1,22.05263158,36.09022556
4/21/2018,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.28,3116,54,30,2,2,15.17,316,36,10518,418,187,2.35,0,2.35,16.91,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,21.61,0,21.61,32,1,16.6631016,28.87700535
