Date,DST,ONI,Go_Deeper,Chatting,Stardew,DD,Ori_Blind_Forest,Manual_Samuel,Divinity_II,Drawful2,Running_Rifles,Cat_Quest,Cuphead,Hotline_Miami,Terraria,DS,Getting_Over_It,Golf_w_Friends,Escapists2,Human_Fall_Flat,Castle_Crashers,Bridge_Constructor_Portal,Choice_Chamber,KTANE,Doki_Doki,GeoGuessr,Jackbox,We_Were_Here_Too,Stick_Fight,Hacktag,Into_Breach,Portia,Act_it_OutXL,Little Nightmares,Dauntless,Domina,ToS,Surviving_Mars,Way_Out,Move_Die,Hollow_Knight,Spy_Party,Monster_Prom,Shantae_Pirates_Curse,Subnautica,Use_Your_Words,Witch_It,Im_Bread,Agario,Moonlighter,Ultimate_Chicken_Horse,Spelunky,Overcooked2,Graveyard_Keeper,DBD,Amnesia_Dark_Descent,Layers_of_Fear,Borderlands2,Rapture_Rejects,Undertale,Into_the_Breach,Marbles,Tabletop_Sim,2Point_Hospital,Yokus_Island,Slime_Rancher,Secret_Neighbor,Hotline_Miami,Cook_Serve_Delicious2,,Time_Portia,Griftlands,Stream_Raiders,Yomawari,Darkwood,7D2D,Dream_Daddy,ARK,Stream_Racer,Average Viewers,Chat Messages,Chatters,Clip Views,Clips Created,Follows,Hosts and Raids Viewers (%),Live Views,Max Viewers,Minutes Watched,Minutes Streamed,Unique Viewers,Sub Revenue,Prime Revenue,Gifted Subs Revenue,Bits Revenue,Ad Revenue,Extensions Revenue,Bounties Revenue,Prime Subs,Total Paid Subs,Tier 1 subs,Tier 2 subs,Tier 3 subs,Total Gifted Subs,Gifted Tier 1 subs,Gifted Tier 2 subs,Gifted Tier 3 subs,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_4,day_of_week_5,day_of_week_6,day_of_week_7,Total_Sub_Revenue,donations,Total_Earnings,streak,activity,avg_message_per_viewer,user_chatting_percent
11/7/2018,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.61,180,23,7,0,1,7.46,36,42,1274,34,30,6.955,0,23.795,1.26,0,0,0,0,2,1,1,0,10,10,0,0,0,0,0,0,0,0,1,32.01,0,32.01,4,0.8,6,76.66666667
11/8/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.99,1826,58,6,4,2,2.24,217,55,8776,232,160,4.765,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.765,0,4.765,5,0.8,11.4125,36.25
11/9/2018,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.46,2163,90,18,3,15,22.59,549,220,19930,355,413,2.32,0,2.32,2.38,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,7.02,0,7.02,6,0.8,5.237288136,21.79176755
11/10/2018,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.65,2077,73,9,3,9,7.05,387,59,9912,280,282,6.435,0,56.155,27,0,0,0,0,3,3,0,0,24,24,0,0,0,0,1,0,0,0,0,89.59,0,89.59,7,0.8,7.365248227,25.88652482
11/11/2018,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,31.58,378,21,7,0,3,11.61,72,36,2558,82,59,2.27,0,6.96,0.51,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,1,0,0,0,9.74,0,9.74,8,0.8,6.406779661,35.59322034
11/12/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.74,2799,65,0,0,6,15.55,293,54,10001,236,194,2.27,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.27,0,2.27,9,0.8,14.42783505,33.50515464
11/13/2018,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.71,3796,104,3,1,18,27.4,524,195,18333,265,399,0,0,13.92,6.59,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,1,0,20.51,488.7,509.21,10,0.8,9.513784461,26.06516291
11/14/2018,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.38,4108,71,15,2,1,13.48,261,71,11890,265,200,6.995,0,30.16,7.64,0,0,0,0,3,3,0,0,13,13,0,0,0,0,0,0,0,0,1,44.795,9.21,54.005,11,0.8,20.54,35.5
11/15/2018,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.56,5072,114,67,9,15,15.14,499,127,18041,462,319,2.1,0,130.66,189.45,0,0,0,0,1,1,0,0,55,55,0,0,1,0,0,0,0,0,0,322.21,350,672.21,12,0.8,15.89968652,35.73667712
11/16/2018,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.34,3472,77,9,5,4,3.09,233,44,7891,246,156,2.32,2.495,52.795,83.59,0,0,0,1,1,1,0,0,22,22,0,0,0,1,0,0,0,0,0,141.2,0,141.2,13,0.8,22.25641026,49.35897436
11/17/2018,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.68,1001,51,19,6,4,7.11,261,79,9683,157,198,0,2.495,9.32,0.71,0,0,0,1,0,0,0,0,5,5,0,0,0,0,1,0,0,0,0,12.525,0,12.525,14,0.8,5.055555556,25.75757576
11/18/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,0,0,0,1,0,0,0,1,4.165,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4.165,0,4.165,0,0.766666667,0,0
11/19/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,25,0,2,0,0,0,0,0,0,2.21,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.21,0,2.21,0,0.733333333,Unknown,Unknown
11/20/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,2,0,0,0,0,0,0,4.59,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4.59,0,4.59,0,0.7,Unknown,Unknown
11/21/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,3,0,0,0,2,2.38,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.38,0,2.38,0,0.666666667,0,0
11/22/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,0,4.59,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4.59,0,4.59,0,0.633333333,inf,inf
11/23/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6,0,0,0,1,0,0,0,1,0,2.495,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.495,0,2.495,0,0.6,0,0
11/24/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.566666667,Unknown,Unknown
11/25/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6,0,1,0,0,0,0,0,0,6.935,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,6.935,0,6.935,0,0.566666667,Unknown,Unknown
11/26/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,2.295,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.295,0,2.295,0,0.566666667,0,0
11/27/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,29,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.27,0,2.27,0,0.566666667,Unknown,Unknown
11/28/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,0,0,0,0,0,0,0,0,4.705,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.705,0,4.705,0,0.566666667,Unknown,Unknown
11/29/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.46,2714,67,8,3,1,12.63,298,76,9427,235,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.566666667,14.06217617,34.71502591
11/30/2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.42,3318,71,15,2,4,17.59,385,119,15221,298,273,2.245,2.495,23.31,5.47,0,0,0,1,1,1,0,0,10,10,0,0,0,1,0,0,0,0,0,33.52,0,33.52,2,0.6,12.15384615,26.00732601
12/1/2018,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9,1894,64,10,0,5,22.47,293,114,10421,199,228,2.27,0,9.32,9.54,0,0,0,0,1,1,0,0,4,4,0,0,0,0,1,0,0,0,0,21.13,0,21.13,3,0.6,8.307017544,28.07017544
12/2/2018,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,38.85,2011,78,21,2,6,9.94,368,73,12550,326,262,2.38,2.495,25.93,4.16,0,0,0,1,1,1,0,0,11,11,0,0,0,0,0,1,0,0,0,34.965,0,34.965,4,0.6,7.675572519,29.77099237
12/3/2018,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.31,3538,89,37,8,10,9.87,779,107,28467,483,530,6.91,0,6.99,13.16,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,1,0,0,27.06,5.07,32.13,5,0.633333333,6.675471698,16.79245283
12/4/2018,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.77,3309,72,11,4,4,0.54,371,46,11660,368,260,0,2.495,7.05,11.54,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,21.085,0,21.085,6,0.633333333,12.72692308,27.69230769
12/5/2018,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,31.92,250,21,24,1,3,4.39,51,41,2075,65,38,2.27,0,9.38,0.69,0,0,0,0,1,1,0,0,4,4,0,0,0,0,0,0,0,0,1,12.34,0,12.34,7,0.633333333,6.578947368,55.26315789
12/6/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,2958,63,8,3,3,7.41,268,73,8122,224,200,2.21,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.21,0,2.21,8,0.633333333,14.79,31.5
12/7/2018,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,33.85,2981,60,17,3,2,11.07,293,49,10763,320,188,6.955,0,29.095,12.61,0,0,0,0,2,1,1,0,12,12,0,0,0,1,0,0,0,0,0,48.66,0,48.66,9,0.633333333,15.85638298,31.91489362
12/8/2018,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,34.49,1373,49,21,6,9,0.55,159,41,6726,195,106,9.355,0,45.11,109.8,0,0,0,0,3,2,1,0,19,19,0,0,0,0,1,0,0,0,0,164.265,0,164.265,10,0.633333333,12.95283019,46.22641509
12/9/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.23,2870,54,2,3,0,14.1,243,79,7045,214,174,2.32,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.32,0,2.32,11,0.633333333,16.49425287,31.03448276
12/10/2018,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,38.23,3212,72,41,1,8,16.73,322,58,12386,326,211,6.435,2.495,14.45,6.23,0,0,0,1,3,3,0,0,6,6,0,0,0,0,0,0,1,0,0,29.61,0,29.61,12,0.633333333,15.22274882,34.12322275
12/11/2018,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,33.79,2031,62,19,9,3,5.52,249,46,5981,179,158,2.21,0,2.33,7.63,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,12.17,200,212.17,13,0.633333333,12.85443038,39.24050633
12/12/2018,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,36.17,570,39,6,0,0,13.71,89,47,4159,115,75,2.27,0,2.33,12,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,16.6,0,16.6,14,0.633333333,7.6,52
12/13/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.74,1871,53,6,2,4,1.43,156,36,4065,154,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0.633333333,14.84920635,42.06349206
12/14/2018,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,31.2,3138,76,17,5,2,2.11,304,48,10048,324,206,6.86,0,0,25.79,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,32.65,200,232.65,16,0.633333333,15.23300971,36.89320388
12/15/2018,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,34.56,3219,84,13,1,13,14.37,403,133,10989,320,285,2.1,0,87.535,191.48,0,0,0,0,1,1,0,0,37,37,0,0,0,0,1,0,0,0,0,281.115,15,296.115,17,0.633333333,11.29473684,29.47368421
12/16/2018,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,48.03,3197,84,10,0,11,23.79,500,99,16281,342,324,2.32,0,18.64,20.06,0,0,0,0,1,1,0,0,8,8,0,0,0,0,0,1,0,0,0,41.02,0,41.02,18,0.633333333,9.867283951,25.92592593
12/17/2018,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,38.66,536,25,6,0,1,16.98,57,47,3209,83,47,0,0,43.1,56.58,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,1,0,0,99.68,0,99.68,19,0.633333333,11.40425532,53.19148936
12/18/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4,2667,64,2,3,5,2.07,296,47,7533,220,176,6.545,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,6.545,0,6.545,20,0.666666667,15.15340909,36.36363636
12/19/2018,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,31.47,368,24,8,0,4,10.26,70,40,2203,70,52,2.27,0,16.9,18.72,0,0,0,0,1,1,0,0,7,7,0,0,0,0,0,0,0,0,1,37.89,0,37.89,21,0.7,7.076923077,46.15384615
12/20/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.11,1958,55,3,1,1,1.61,239,48,6200,215,166,2.32,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.32,14.99,17.31,22,0.733333333,11.79518072,33.13253012
12/21/2018,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.75,669,35,2,1,2,7.4,258,95,9976,141,186,2.27,4.99,4.66,14.76,0,0,0,2,1,1,0,0,2,2,0,0,0,1,0,0,0,0,0,26.68,0,26.68,23,0.766666667,3.596774194,18.8172043
12/22/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4,1870,48,8,0,2,11.57,179,41,4365,141,123,4.59,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4.59,0,4.59,24,0.8,15.20325203,39.02439024
12/23/2018,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,31.01,2640,66,2,1,2,6.61,284,50,8745,284,199,0,0,4.72,50.02,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,54.74,0,54.74,25,0.833333333,13.26633166,33.16582915
12/24/2018,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,28.64,2423,64,4,2,4,4.24,272,42,9252,325,199,4.7,2.495,55.145,6.43,0,0,0,1,2,2,0,0,23,23,0,0,0,0,0,0,1,0,0,68.77,0,68.77,26,0.866666667,12.1758794,32.16080402
12/25/2018,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,0,0,0,5,0,0,0,2,2.32,2.495,0,2.47,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.285,0,7.285,0,0.866666667,0,0
12/26/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,8,0,3,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.32,0,2.32,0,0.866666667,Unknown,Unknown
12/27/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.14,2392,54,1,0,1,1.35,223,40,6148,206,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9,16.61111111,37.5
12/28/2018,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,31.09,2315,68,2,2,2,4.47,359,44,11909,384,230,2.27,2.495,9.38,33.43,0,0,0,1,1,1,0,0,4,4,0,0,0,1,0,0,0,0,0,47.575,0,47.575,2,0.933333333,10.06521739,29.56521739
12/29/2018,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,29.08,1818,57,15,0,2,3.75,193,43,4798,167,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0.933333333,12.45205479,39.04109589
12/30/2018,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,33.7,2935,75,10,3,3,5.28,459,53,11459,342,291,2.245,0,0,4.74,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.985,0,6.985,4,0.933333333,10.08591065,25.77319588
12/31/2018,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,35.42,505,28,19,1,3,6.84,83,43,3259,93,66,0,0,14.1,2.19,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,1,0,0,16.29,0,16.29,5,0.933333333,7.651515152,42.42424242
1/1/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.66,1978,55,10,11,4,4.98,297,50,5101,176,174,2.38,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.38,10,12.38,6,0.933333333,11.36781609,31.6091954
1/2/2019,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.12,565,46,32,4,10,19.38,246,87,7088,136,193,0,0,9.32,8.35,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,17.67,10,27.67,7,0.933333333,2.92746114,23.83419689
1/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,0,0,0,2,0,0,0,1,2.32,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.32,0,2.32,0,0.9,0,0
1/4/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.54,2913,74,167,2,2,6.97,350,52,8408,225,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.37,3.37,1,0.9,12.94666667,32.88888889
1/5/2019,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,32.72,682,32,5,0,2,14.99,67,42,3436,105,42,2.27,2.495,9.32,1.27,0,0,0,1,1,1,0,0,4,4,0,0,0,0,1,0,0,0,0,15.355,0,15.355,2,0.9,16.23809524,76.19047619
1/6/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.85,2291,52,20,9,3,0.5,311,42,5978,186,171,2.21,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.21,0,2.21,3,0.9,13.39766082,30.40935673
1/7/2019,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,38.1,3170,80,15,2,1,16.73,489,74,12002,320,337,9.275,0,2.39,8.44,0,0,0,0,3,2,1,0,1,1,0,0,0,0,0,0,1,0,0,20.105,3.33,23.435,4,0.9,9.40652819,23.7388724
1/8/2019,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.69,582,18,4,0,7,9.06,78,52,2860,68,62,9.415,2.495,4.66,6.87,0,0,0,1,3,2,1,0,2,2,0,0,0,0,0,0,0,1,0,23.44,0,23.44,5,0.9,9.387096774,29.03225806
1/9/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.32,0,2.32,0,0.866666667,Unknown,Unknown
1/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,2046,55,3,0,0,0.03,204,40,6299,223,137,6.435,2.495,0,0,0,0,0,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,8.93,0,8.93,1,0.866666667,14.93430657,40.1459854
1/11/2019,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,31.68,1840,69,2,5,9,9.25,375,62,8428,268,220,4.615,2.495,0,2.05,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,9.16,103.71,112.87,2,0.866666667,8.363636364,31.36363636
1/12/2019,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,38.49,2602,76,34,11,6,12.46,462,58,14010,366,307,4.65,0,44.27,3.38,0,0,0,0,2,2,0,0,19,19,0,0,0,0,1,0,0,0,0,52.3,0,52.3,3,0.866666667,8.475570033,24.75570033
