Date,Average Viewers,Chat Messages,Chatters,Clip Views,Clips Created,Follows,Hosts and Raids Viewers (%),Live Views,Max Viewers,Minutes Watched,Minutes Streamed,Unique Viewers,Sub Revenue,Prime Revenue,Gifted Subs Revenue,Bits Revenue,Ad Revenue,Extensions Revenue,Bounties Revenue,Prime Subs,Total Paid Subs,Tier 1 subs,Tier 2 subs,Tier 3 subs,Total Gifted Subs,Gifted Tier 1 subs,Gifted Tier 2 subs,Gifted Tier 3 subs,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_4,day_of_week_5,day_of_week_6,day_of_week_7,Total_Sub_Revenue,donations,Total_Earnings,streak,activity,avg_message_per_viewer,user_chatting_percent
2017-06-13,2.98,114,6,0,0,1,0.0,11,5,480,157,9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1,0.03333333333333333,12.666666666666666,66.66666666666666
2017-06-14,3.47,260,9,0,0,2,0.0,35,8,653,192,26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,2,0.06666666666666667,10.0,34.61538461538461
2017-06-15,4.45,40,3,0,0,2,0.0,1,8,89,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,3,0.1,40.0,300.0
2017-06-16,3.73,38,5,0,0,2,0.0,17,6,421,115,13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,4,0.13333333333333333,2.923076923076923,38.46153846153847
2017-06-17,3.99,100,8,0,0,0,0.0,16,7,591,148,12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,5,0.16666666666666666,8.333333333333334,66.66666666666666
2017-06-18,6.16,94,6,0,0,0,0.0,13,8,671,97,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,6,0.2,15.666666666666666,100.0
2017-06-19,1.24,0,0,0,0,0,0.0,9,3,126,104,8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,7,0.23333333333333334,0.0,0.0
2017-06-20,3.53,117,9,5,3,5,0.0,52,9,1835,484,36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,8,0.26666666666666666,3.25,25.0
2017-06-21,2.26,23,7,0,0,1,0.0,25,5,821,347,18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,9,0.3,1.2777777777777777,38.88888888888889
2017-06-22,4.74,130,13,6,1,6,0.0,65,14,1872,379,38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,10,0.3333333333333333,3.4210526315789473,34.21052631578947
2017-06-23,7.35,46,4,2,0,0,0.0,36,10,1029,142,22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,11,0.36666666666666664,2.090909090909091,18.181818181818183
2017-06-24,6.57,59,7,3,0,0,0.0,31,10,1433,211,21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,12,0.4,2.8095238095238093,33.33333333333333
2017-06-25,1.96,5,2,1,0,0,0.0,17,4,315,157,11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,13,0.43333333333333335,0.45454545454545453,18.181818181818183
2017-06-26,2.39,177,6,0,0,1,0.0,23,5,590,242,13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,14,0.4666666666666667,13.615384615384615,46.15384615384615
2017-06-27,4.09,98,5,0,0,0,0.0,4,6,45,11,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,15,0.5,24.5,125.0
2017-06-28,5.54,528,13,0,0,2,0.0,57,11,1907,340,34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,16,0.5333333333333333,15.529411764705882,38.23529411764706
2017-06-29,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.5333333333333333,Unknown,Unknown
2017-06-30,3.94,129,10,0,0,1,0.11,35,11,938,233,26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1,0.5666666666666667,4.961538461538462,38.46153846153847
2017-07-01,5.12,182,9,0,0,1,0.0,39,8,1685,297,25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2,0.6,7.28,36.0
2017-07-02,5.23,280,9,0,0,1,0.0,40,8,1594,296,28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,3,0.6333333333333333,10.0,32.142857142857146
2017-07-03,9.57,332,16,1,1,22,0.0,83,21,2115,211,45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,4,0.6666666666666666,7.377777777777778,35.55555555555556
2017-07-04,14.5,118,12,1,0,13,0.0,45,21,957,66,26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,5,0.7,4.538461538461538,46.15384615384615
2017-07-05,6.85,294,13,0,0,37,0.0,109,14,1561,219,48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,6,0.7333333333333333,6.125,27.083333333333332
2017-07-06,6.61,364,16,0,0,358,0.0,102,14,2088,302,38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,7,0.7666666666666667,9.578947368421053,42.10526315789473
2017-07-07,4.86,270,10,0,0,1,0.0,33,8,1342,259,26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,8,0.8,10.384615384615385,38.46153846153847
2017-07-08,7.03,379,23,0,0,15,0.0,88,15,2572,342,48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,9,0.8333333333333334,7.895833333333333,47.91666666666667
2017-07-09,12.3,293,14,2,1,34,0.0,50,18,1378,84,27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,10,0.8666666666666667,10.851851851851851,51.85185185185185
2017-07-10,0.0,0,0,0,0,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0.8666666666666667,Unknown,Unknown
2017-07-11,7.61,279,13,0,0,7,0.0,54,11,1994,267,40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1,0.9,6.975,32.5
2017-07-12,9.29,450,27,0,1,50,0.0,171,22,3715,390,75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,2,0.9333333333333333,6.0,36.0
2017-07-13,9.35,220,22,1,0,16,0.0,106,19,1683,170,46,0.0,2.495,0.0,0.15,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.645,0.0,2.645,3,0.9333333333333333,4.782608695652174,47.82608695652174
2017-07-14,9.49,738,26,11,3,19,0.06,168,16,3568,359,54,0.0,0.0,0.0,0.16,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.16,0.0,0.16,4,0.9333333333333333,13.666666666666666,48.148148148148145
2017-07-15,9.85,796,21,26,1,39,0.0,144,16,3910,398,59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,5,0.9333333333333333,13.491525423728813,35.59322033898305
2017-07-16,7.69,513,19,9,1,24,0.0,107,17,3184,411,51,0.0,0.0,0.0,0.29,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.0,0.29,6,0.9333333333333333,10.058823529411764,37.254901960784316
2017-07-17,10.82,214,17,6,3,21,0.0,112,16,2901,269,46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,7,0.9333333333333333,4.6521739130434785,36.95652173913043
2017-07-18,13.06,598,27,3,1,50,1.81,234,25,4702,287,79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,8,0.9333333333333333,7.569620253164557,34.177215189873415
2017-07-19,12.46,883,18,1,2,78,0.16,253,20,3652,288,64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,9,0.9333333333333333,13.796875,28.125
2017-07-20,13.1,395,19,9,0,48,2.61,115,16,2188,166,32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,10,0.9333333333333333,12.34375,59.375
2017-07-21,9.51,410,21,0,3,12,0.0,135,17,1636,157,36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,11,0.9333333333333333,11.38888888888889,58.333333333333336
2017-07-22,9.77,774,21,0,2,45,0.0,199,18,3821,381,74,0.0,2.495,0.0,1.11,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.6050000000000004,0.0,3.6050000000000004,12,0.9333333333333333,10.45945945945946,28.37837837837838
2017-07-23,10.23,1041,19,2,1,49,0.0,108,16,2260,224,49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,13,0.9333333333333333,21.244897959183675,38.775510204081634
2017-07-24,11.27,900,26,1,0,58,0.0,198,19,3448,292,75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,14,0.9333333333333333,12.0,34.66666666666667
2017-07-25,11.98,1265,30,4,3,37,0.13,239,18,4588,370,105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,15,0.9333333333333333,12.047619047619047,28.57142857142857
2017-07-26,14.46,1495,32,4,0,86,3.76,323,23,5725,385,123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,16,0.9333333333333333,12.154471544715447,26.01626016260163
2017-07-27,16.54,385,15,2,0,40,0.0,129,23,2399,137,50,0.0,0.0,0.0,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.0,0.1,17,0.9333333333333333,7.7,30.0
2017-07-28,10.28,841,27,2,3,23,0.71,168,17,2683,255,65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,18,0.9333333333333333,12.938461538461539,41.53846153846154
2017-07-29,11.0,678,26,3,0,50,0.0,156,19,4147,370,78,0.0,0.0,0.0,0.07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.07,0.0,0.07,19,0.9666666666666667,8.692307692307692,33.33333333333333
2017-07-30,13.51,854,32,1,0,82,5.56,218,26,4567,341,103,0.0,0.0,0.0,0.57,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.57,0.0,0.57,20,0.9666666666666667,8.29126213592233,31.06796116504854
2017-07-31,12.43,1398,34,16,2,108,0.46,293,21,6313,499,108,0.0,0.0,0.0,15.06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.06,0.0,15.06,21,0.9666666666666667,12.944444444444445,31.48148148148148
2017-08-01,16.62,1587,33,43,16,59,8.56,302,39,4835,282,150,0.0,0.0,0.0,0.02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.02,0.0,0.02,22,0.9666666666666667,10.58,22.0
2017-08-02,16.71,1278,36,37,5,103,2.84,255,26,6685,379,122,0.0,0.0,0.0,2.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1,0.0,2.1,23,0.9666666666666667,10.475409836065573,29.508196721311474
2017-08-03,17.64,227,17,24,3,26,0.67,56,20,1341,76,25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,24,0.9666666666666667,9.08,68.0
2017-08-04,9.12,387,22,7,0,15,0.04,118,14,2253,240,50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,2.0,25,0.9666666666666667,7.74,44.0
2017-08-05,8.68,930,24,9,4,29,5.54,134,18,3413,349,70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,26,0.9666666666666667,13.285714285714286,34.285714285714285
2017-08-06,10.61,974,23,20,3,39,0.19,136,18,3638,335,71,0.0,0.0,0.0,0.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05,6.0,6.05,27,0.9666666666666667,13.71830985915493,32.3943661971831
2017-08-07,12.43,923,30,38,2,39,0.0,154,18,4063,321,71,0.0,0.0,0.0,1.47,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.47,0.0,1.47,28,0.9666666666666667,13.0,42.25352112676056
2017-08-08,15.24,832,26,4,3,58,0.13,173,22,5593,366,115,2.245,4.99,0.0,0.36,0.0,0.0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.595000000000001,0.0,7.595000000000001,29,0.9666666666666667,7.234782608695652,22.608695652173914
2017-08-09,14.46,894,29,31,3,43,0.0,168,21,4901,332,79,0.0,0.0,0.0,14.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.05,0.0,14.05,30,1.0,11.316455696202532,36.708860759493675
2017-08-10,12.99,273,17,14,0,24,0.0,77,19,1858,143,42,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,1.0,31,1.0,6.5,40.476190476190474
2017-08-11,14.79,717,19,5,4,36,3.27,124,24,3639,243,66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,32,1.0,10.863636363636363,28.78787878787879
2017-08-12,16.38,627,28,8,1,54,0.0,187,25,6043,356,107,0.0,2.495,0.0,0.18,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.6750000000000003,0.0,2.6750000000000003,33,1.0,5.859813084112149,26.168224299065418
2017-08-13,15.49,605,28,9,5,56,0.84,177,30,5809,374,123,0.0,0.0,0.0,3.15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.15,0.0,3.15,34,1.0,4.91869918699187,22.76422764227642
2017-08-14,13.99,541,27,27,3,65,7.02,179,29,4518,327,98,0.0,2.495,0.0,0.1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.595,0.0,2.595,35,1.0,5.520408163265306,27.55102040816326
2017-08-15,14.52,667,25,5,1,57,0.42,185,21,5285,365,80,0.0,2.495,0.0,0.1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.595,0.0,2.595,36,1.0,8.3375,31.25
2017-08-16,8.44,74,10,1,0,3,3.47,29,13,346,45,21,0.0,0.0,0.0,1.06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.06,0.0,1.06,37,1.0,3.5238095238095237,47.61904761904761
2017-08-17,3.71,85,7,3,0,0,15.73,14,8,89,26,9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,38,1.0,9.444444444444445,77.77777777777779
2017-08-18,1.79,12,4,2,0,0,0.0,18,4,70,45,14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,39,1.0,0.8571428571428571,28.57142857142857
2017-08-19,2.84,151,7,5,0,1,0.0,34,6,250,92,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,1.0,7.55,35.0
2017-08-20,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0.9666666666666667,Unknown,Unknown
2017-08-21,0.92,20,2,1,0,0,2.6,30,4,77,88,23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1,0.9666666666666667,0.8695652173913043,8.695652173913043
2017-08-22,11.33,739,18,4,2,46,0.0,126,17,2855,253,62,0.0,0.0,0.0,0.09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.09,0.0,0.09,2,0.9666666666666667,11.919354838709678,29.03225806451613
2017-08-23,11.61,1006,28,3,0,73,1.82,211,29,6583,570,132,0.0,0.0,0.0,0.78,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.78,0.0,0.78,3,0.9666666666666667,7.621212121212121,21.21212121212121
2017-08-24,12.6,91,11,2,0,16,0.0,24,15,844,67,15,0.0,0.0,0.0,0.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.05,0.0,0.05,4,0.9666666666666667,6.066666666666666,73.33333333333333
2017-08-25,12.09,874,23,4,1,27,0.0,117,17,3216,268,64,0.0,0.0,0.0,0.06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.06,0.0,0.06,5,0.9666666666666667,13.65625,35.9375
2017-08-26,13.72,404,25,0,0,43,2.04,116,32,2799,206,74,0.0,2.495,0.0,1.65,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.145,0.0,4.145,6,0.9666666666666667,5.45945945945946,33.78378378378378
2017-08-27,18.21,1783,43,9,1,79,4.94,306,34,7484,412,166,0.0,0.0,0.0,0.14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.14,0.0,0.14,7,0.9666666666666667,10.740963855421686,25.903614457831324
2017-08-28,17.61,1527,43,6,2,47,2.6,259,29,5848,334,131,0.0,0.0,0.0,27.08,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27.08,0.0,27.08,8,0.9666666666666667,11.65648854961832,32.82442748091603
2017-08-29,15.96,1076,33,6,4,50,1.8,174,25,4549,287,98,0.0,0.0,0.0,2.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.2,0.0,2.2,9,0.9666666666666667,10.979591836734693,33.6734693877551
2017-08-30,19.2,684,33,4,3,40,5.36,198,26,4551,238,115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,10,0.9666666666666667,5.947826086956522,28.695652173913043
2017-08-31,15.16,330,17,5,1,16,5.35,60,20,1440,95,41,0.0,0.0,0.0,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.0,0.1,11,0.9666666666666667,8.048780487804878,41.46341463414634
2017-09-01,13.81,932,23,42,2,17,2.16,133,25,3286,239,72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,12,0.9666666666666667,12.944444444444445,31.944444444444443
2017-09-02,17.25,1070,42,15,4,56,1.03,213,27,6191,361,119,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0,13,0.9666666666666667,8.991596638655462,35.294117647058826
2017-09-03,19.48,889,32,11,2,53,9.32,178,33,5084,262,109,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,1.0,14,0.9666666666666667,8.155963302752294,29.357798165137616
2017-09-04,16.93,810,35,11,3,47,6.12,196,28,5690,338,123,0.0,0.0,0.0,23.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23.0,0.0,23.0,15,0.9666666666666667,6.585365853658536,28.455284552845526
2017-09-05,20.21,864,33,3,0,52,3.05,217,35,6527,326,136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,150.0,150.0,16,0.9666666666666667,6.352941176470588,24.264705882352942
2017-09-06,18.12,1218,33,5,1,71,1.26,248,28,5872,326,141,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,17,0.9666666666666667,8.638297872340425,23.404255319148938
2017-09-07,17.19,180,11,5,0,19,8.08,54,24,1856,108,38,0.0,0.0,0.0,0.13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.13,0.0,0.13,18,0.9666666666666667,4.7368421052631575,28.947368421052634
2017-09-08,17.31,572,28,0,0,30,0.0,146,25,4534,264,91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,19,0.9666666666666667,6.285714285714286,30.76923076923077
2017-09-09,16.94,751,34,4,2,29,0.27,214,25,6217,369,125,0.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,0.0,6.0,20,0.9666666666666667,6.008,27.200000000000003
2017-09-10,14.11,1102,28,24,4,27,9.96,169,26,5503,392,99,0.0,2.495,0.0,0.43,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.9250000000000003,0.0,2.9250000000000003,21,0.9666666666666667,11.131313131313131,28.28282828282828
2017-09-11,10.81,715,28,5,1,8,10.57,178,17,4420,417,88,4.74,2.495,0.0,0.0,0.0,0.0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,7.235,0.0,7.235,22,0.9666666666666667,8.125,31.818181818181817
2017-09-12,13.22,776,33,2,1,13,10.15,269,30,5262,400,142,0.0,0.0,0.0,0.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0.0,0.05,23,0.9666666666666667,5.464788732394366,23.239436619718308
2017-09-13,18.63,851,39,0,1,14,7.5,245,26,6857,370,150,0.0,0.0,0.0,0.01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0.0,0.01,24,0.9666666666666667,5.673333333333333,26.0
2017-09-14,18.29,205,14,0,0,5,43.9,62,24,1738,95,46,2.495,2.495,0.0,21.1,0.0,0.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,26.090000000000003,0.0,26.090000000000003,25,0.9666666666666667,4.456521739130435,30.434782608695656
2017-09-15,12.92,1209,26,14,6,11,18.07,142,21,3397,265,90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,94.0,94.0,26,0.9666666666666667,13.433333333333334,28.888888888888886
2017-09-16,17.33,1151,33,5,0,28,0.48,165,24,5806,337,92,4.745,0.0,0.0,55.47,0.0,0.0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,60.214999999999996,0.0,60.214999999999996,27,0.9666666666666667,12.51086956521739,35.869565217391305
2017-09-17,13.46,755,28,21,1,9,0.06,131,24,4657,348,91,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0.0,3.0,28,0.9666666666666667,8.296703296703297,30.76923076923077
2017-09-18,13.5,1047,29,9,1,4,3.6,142,23,5077,380,87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,29,0.9666666666666667,12.03448275862069,33.33333333333333
2017-09-19,18.74,888,32,3,1,10,8.37,206,37,5867,315,142,0.0,2.495,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.495,0.0,2.495,30,1.0,6.253521126760563,22.535211267605636
2017-09-20,16.69,1362,36,0,0,20,2.27,172,25,5723,345,122,2.495,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.495,0.0,2.495,31,1.0,11.163934426229508,29.508196721311474
2017-09-21,13.91,268,8,0,0,6,0.0,29,17,974,70,24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,32,1.0,11.166666666666666,33.33333333333333
2017-09-22,14.92,1218,31,2,1,17,0.02,157,26,4014,270,90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,33,1.0,13.533333333333333,34.44444444444444
2017-09-23,12.49,749,33,65,4,20,0.26,197,23,5470,443,114,0.0,0.0,0.0,35.82,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35.82,0.0,35.82,34,1.0,6.5701754385964914,28.947368421052634
2017-09-24,28.95,998,47,11,1,33,26.17,420,125,11897,413,291,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,35,1.0,3.429553264604811,16.151202749140893
