Date,Ad Breaks (Minutes),Ad Time (Seconds) Per Hour,Average Viewers,Chat Messages,Chatters,Clip Views,Clips Created,Follows,Hosts and Raids Viewers (%),Live Views,Max Viewers,Minutes Watched,Minutes Streamed,Unique Viewers,Sub Revenue,Prime Revenue,Gifted Subs Revenue,Bits Revenue,Ad Revenue,Game Sales Revenue,Extensions Revenue,Bounties Revenue,Prime Subs,Total Paid Subs,Tier 1 subs,Tier 2 subs,Tier 3 subs,Total Gifted Subs,Gifted Tier 1 subs,Gifted Tier 2 subs,Gifted Tier 3 subs
Sun Dec 03 2017,0,0,33.83,1901,74,18,1,8,18.72,473,136,10148,302,287,6.984999999999999,0,4.64,10,0,0,0,0,0,2,1,1,0,2,2,0,0
Mon Dec 04 2017,0,0,27.91,2754,60,10,1,4,2.94,287,43,9349,337,154,0,2.495,0,2.03,0,0,0,0,1,0,0,0,0,0,0,0,0
Tue Dec 05 2017,0,0,25.73,657,29,21,2,3,8.54,88,34,2753,107,59,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Dec 06 2017,0,0,27.39,1374,46,4,2,4,1.91,254,50,6655,244,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Dec 07 2017,0,0,32.96,1949,60,3,2,11,9.3,381,56,10812,329,209,0,0,2.32,2.55,0,0,0,0,0,0,0,0,0,1,1,0,0
Fri Dec 08 2017,0,0,27.6,1897,65,21,1,11,9.1,323,81,7948,290,176,0,0,2.32,13.14,0,0,0,0,0,0,0,0,0,1,1,0,0
Sat Dec 09 2017,0,0,27.07,1754,57,4,4,3,4.95,295,39,9014,335,177,6.285,2.495,19.14,8,0,0,0,0,1,1,1,0,0,8,8,0,0
Sun Dec 10 2017,0,0,27.73,1216,56,8,7,4,10.27,285,54,6600,241,192,0,2.495,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mon Dec 11 2017,0,0,28.64,2397,68,7,0,11,9.3,530,43,12489,438,251,4.505,0,0,0.65,0,0,0,0,0,2,2,0,0,0,0,0,0
Tue Dec 12 2017,0,0,29.74,260,38,21,0,4,10.09,84,55,2587,87,57,2.365,0,0,0.2,0,0,0,0,0,1,1,0,0,0,0,0,0
Wed Dec 13 2017,0,0,26.85,1459,49,7,0,2,1.99,246,45,6284,237,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Dec 14 2017,0,0,27.77,1467,53,1,0,1,7.54,341,47,8304,301,192,2.245,0,0,3.42,0,0,0,0,0,1,1,0,0,0,0,0,0
Fri Dec 15 2017,0,0,24.06,2423,51,2,1,6,8.07,304,42,7724,322,161,0,2.495,0,11.77,0,0,0,0,1,0,0,0,0,0,0,0,0
Sat Dec 16 2017,0,0,24.75,1575,46,15,4,9,4.54,257,39,6954,284,166,9.21,0,32.62,41.73,0,0,0,0,0,1,1,0,0,14,14,0,0
Sun Dec 17 2017,0,0,25.83,1493,55,9,0,8,2.41,297,48,6793,266,162,0,0,16.31,0.13,0,0,0,0,0,0,0,0,0,7,7,0,0
Mon Dec 18 2017,0,0,28.22,2830,61,2,1,3,3.13,313,43,9256,329,159,2.36,0,0,21.5,0,0,0,0,0,1,1,0,0,0,0,0,0
Tue Dec 19 2017,0,0,23.75,205,20,1,0,1,9.95,38,28,1045,44,17,0,0,0,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Dec 20 2017,0,0,21.12,1396,37,11,0,1,4.87,228,33,4985,238,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Dec 21 2017,0,0,22.58,1280,52,34,4,5,10.29,300,52,6006,268,163,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Dec 22 2017,0,0,34.61,3138,61,19,2,6,17.31,350,48,7095,208,187,11.39,2.495,21.965,222.51,0,0,0,0,1,3,3,0,0,9,9,0,0
Sat Dec 23 2017,0,0,41.81,6897,138,18,5,40,18.71,1621,98,49963,1197,873,16.555,2.495,54.715,154.38,0,0,0,0,1,2,2,0,0,24,24,0,0
Sun Dec 24 2017,0,0,0,2,2,9,0,1,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 25 2017,0,0,18.12,743,42,0,0,6,2.26,261,39,3714,209,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 26 2017,0,0,15.8,108,14,19,0,4,13.18,29,21,774,49,24,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Dec 27 2017,0,0,26.08,1774,47,1,0,2,6.42,290,38,5868,228,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Dec 28 2017,0,0,27.45,1071,43,5,2,1,7.23,153,46,3706,137,114,0,2.495,0,0.05,0,0,0,0,1,0,0,0,0,0,0,0,0
Fri Dec 29 2017,0,0,19.82,1390,55,21,9,1,6.09,287,33,6957,353,162,2.83,0,2.725,3.24,0,0,0,0,0,1,1,0,0,1,1,0,0
Sat Dec 30 2017,0,0,33.48,224,23,4,1,4,4.18,67,41,1674,50,49,0,0,2.28,6.33,0,0,0,0,0,0,0,0,0,1,1,0,0
Sun Dec 31 2017,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jan 01 2018,0,0,25.38,1269,58,4,0,4,5.79,388,56,5887,236,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jan 02 2018,0,0,39.67,290,19,47,0,4,13.28,63,46,2063,52,55,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jan 03 2018,0,0,28.46,1697,46,7,0,4,7.53,365,43,6518,231,194,6.984999999999999,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
Thu Jan 04 2018,0,0,25.9,1774,52,10,1,3,2.83,334,40,7536,293,185,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jan 05 2018,0,0,23.6,4282,50,12,4,6,6.53,348,51,6750,288,158,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jan 06 2018,0,0,15.14,1050,43,3,0,4,3.88,213,32,3784,252,117,0,0,2.33,5.47,0,0,0,0,0,0,0,0,0,1,1,0,0
Sun Jan 07 2018,0,0,23.76,3666,71,6,4,14,8.28,362,43,8151,345,220,4.64,2.495,0,2.15,0,0,0,0,1,1,0,1,0,0,0,0,0
Mon Jan 08 2018,0,0,26.61,2167,60,9,1,3,3,309,40,7531,285,184,2.27,0,0,0.57,0,0,0,0,0,1,1,0,0,0,0,0,0
Tue Jan 09 2018,0,0,28.27,361,20,16,2,3,4.21,51,34,1781,63,39,2.27,0,0,1.26,0,0,0,0,0,1,1,0,0,0,0,0,0
Wed Jan 10 2018,0,0,25.61,1808,49,13,9,4,4.62,312,35,6044,238,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jan 11 2018,0,0,22.27,1945,67,11,2,5,7.13,362,49,7506,339,193,4.49,0,2.245,1.3,0,0,0,0,0,2,2,0,0,1,1,0,0
Fri Jan 12 2018,0,0,14.77,828,41,8,1,8,5.53,184,30,3470,236,106,2.365,0,0,4.88,0,0,0,0,0,1,1,0,0,0,0,0,0
Sat Jan 13 2018,0,0,20.33,1338,42,9,1,1,1.95,177,30,4147,208,122,0,2.495,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0
Sun Jan 14 2018,0,0,28.84,3224,56,19,3,11,4.26,423,49,9114,318,212,0,2.495,13.92,2,0,0,0,0,1,0,0,0,0,6,6,0,0
Mon Jan 15 2018,0,0,24.43,1709,44,10,3,5,8.27,201,49,6229,256,141,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jan 16 2018,0,0,24.46,584,25,5,0,5,4.05,89,30,2960,121,53,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jan 17 2018,0,0,27.47,1152,45,18,3,3,1.37,269,42,6427,237,167,2.21,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Thu Jan 18 2018,0,0,21.41,1671,51,27,1,8,2.85,259,37,6423,303,170,0,0,2.32,1.6,0,0,0,0,0,0,0,0,0,1,1,0,0
Fri Jan 19 2018,0,0,14.9,1511,36,106,3,1,6.74,180,26,4052,274,105,2.27,0,2.245,12,0,0,0,0,0,1,1,0,0,1,1,0,0
Sat Jan 20 2018,0,0,15.82,1699,44,21,2,3,1.46,220,24,3972,255,111,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jan 21 2018,0,0,19.46,2383,48,11,2,3,5.46,201,27,5545,287,130,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jan 22 2018,0,0,18.71,2056,42,2,0,4,6.37,226,32,5051,273,149,4.49,0,0,35.1,0,0,0,0,0,2,2,0,0,0,0,0,0
Tue Jan 23 2018,0,0,25.12,432,21,27,5,5,18.15,45,31,1306,52,39,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jan 24 2018,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jan 25 2018,0,0,19.31,1511,33,5,0,4,11.59,225,31,4460,233,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jan 26 2018,0,0,13.01,1398,31,1,0,2,5.8,211,29,3618,281,111,4.765,0,0,3.2,0,0,0,0,0,1,0,1,0,0,0,0,0
Sat Jan 27 2018,0,0,18.81,1482,59,4,1,7,5.13,279,43,6378,341,172,0,0,9.28,2.6,0,0,0,0,0,0,0,0,0,4,4,0,0
Sun Jan 28 2018,0,0,20.04,1341,43,16,3,3,3.43,195,36,5512,277,145,0,0,2.32,1.05,0,0,0,0,0,0,0,0,0,1,1,0,0
Mon Jan 29 2018,0,0,16.09,1360,45,17,4,11,4.49,238,35,4923,308,153,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jan 30 2018,0,0,18.74,827,24,6,1,2,13.54,82,27,2474,132,68,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jan 31 2018,0,0,25.15,1175,42,6,1,1,3.5,280,34,5910,237,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Feb 01 2018,0,0,21.95,69,9,10,1,0,4.66,29,27,944,43,23,0,2.495,0,5.2,0,0,0,0,1,0,0,0,0,0,0,0,0
Fri Feb 02 2018,0,0,10.26,1384,28,3,1,3,2.46,136,17,2402,236,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Feb 03 2018,0,0,16.95,1009,51,5,3,17,10.46,243,34,5050,300,162,6.984999999999999,0,2.35,108.58,0,0,0,0,0,2,1,1,0,1,1,0,0
Sun Feb 04 2018,0,0,21.68,2420,59,21,3,7,12.81,353,41,7828,362,235,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Feb 05 2018,0,0,19.97,2248,49,12,1,7,4.53,243,38,5293,267,147,0,0,4.49,2.2,0,0,0,0,0,0,0,0,0,2,2,0,0
Tue Feb 06 2018,0,0,25.61,1161,36,6,3,4,14.01,168,35,6352,248,117,0,0,4.565,8.7,0,0,0,0,0,0,0,0,0,2,2,0,0
Wed Feb 07 2018,0,0,14.89,669,27,3,0,2,3.2,161,23,3440,232,102,4.6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Thu Feb 08 2018,0,0,18.87,2258,41,12,2,0,2.08,228,35,6153,328,146,2.27,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Feb 09 2018,0,0,20.28,1382,52,9,1,11,2.56,196,32,5657,282,127,2.27,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Feb 10 2018,0,0,23.1,2805,74,25,6,8,7.59,297,43,7022,307,201,2.21,2.495,2.32,0.5,0,0,0,0,1,1,1,0,0,1,1,0,0
Sun Feb 11 2018,0,0,27.52,1427,50,35,7,7,7.3,402,54,8861,325,261,4.565,2.495,0,0.41,0,0,0,0,1,0,0,0,0,0,0,0,0
Mon Feb 12 2018,0,0,18.73,2101,39,16,2,3,0.77,257,35,5694,305,142,4.685,0,2.245,8.45,0,0,0,0,0,0,0,0,0,1,1,0,0
Tue Feb 13 2018,0,0,17.18,1125,34,14,3,3,0.7,118,28,2869,169,65,0,2.495,0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0
Wed Feb 14 2018,0,0,21.6,1360,41,8,2,5,10.58,251,34,5077,237,131,0,0,4.64,0.15,0,0,0,0,0,0,0,0,0,2,2,0,0
Thu Feb 15 2018,0,0,23.38,2055,48,18,4,4,6.66,289,33,6592,284,176,0,2.495,0,1.44,0,0,0,0,1,0,0,0,0,0,0,0,0
Fri Feb 16 2018,0,0,23.73,3227,50,30,6,2,4.21,259,36,6953,297,138,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Feb 17 2018,0,0,18.12,1189,36,29,7,0,3.96,172,36,4368,243,97,0,2.495,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sun Feb 18 2018,0,0,14.39,680,37,29,3,4,3.46,230,27,5052,352,141,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Feb 19 2018,0,0,0,0,0,2,0,1,0,1,0,0,0,1,2.27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Tue Feb 20 2018,0,0,23.55,2691,51,25,1,2,1.29,289,43,8197,350,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Feb 21 2018,0,0,23.17,2113,52,14,0,7,7.58,257,43,6927,300,174,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Feb 22 2018,0,0,22.31,2987,55,11,0,6,6.83,279,43,7317,329,161,4.49,0,0,8.05,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Feb 23 2018,0,0,25.38,2665,61,5,2,5,5.15,348,38,8986,356,211,0,2.495,4.49,1.55,0,0,0,0,1,0,0,0,0,2,2,0,0
Sat Feb 24 2018,0,0,26.27,3404,52,10,0,5,1.87,276,36,8512,326,146,2.32,2.495,4.49,50.1,0,0,0,0,1,1,1,0,0,2,2,0,0
Sun Feb 25 2018,0,0,29.82,3638,65,10,5,10,7.33,384,54,8828,298,222,0,2.495,7.05,0.05,0,0,0,0,1,0,0,0,0,3,3,0,0
Mon Feb 26 2018,0,0,21.99,3544,49,19,3,4,2.48,255,34,6443,295,141,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Feb 27 2018,0,0,19.93,120,8,3,0,2,0.33,32,24,917,46,25,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Feb 28 2018,0,0,18.8,3989,33,13,1,1,0.49,169,26,4456,239,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Mar 01 2018,0,0,18.26,1338,41,8,0,4,9.48,157,32,3945,217,101,0,0,4.7,6.17,0,0,0,0,0,0,0,0,0,2,2,0,0
Fri Mar 02 2018,0,0,19.99,2935,49,13,7,9,1.45,242,27,6218,313,124,0,0,2.245,24.2,0,0,0,0,0,0,0,0,0,1,1,0,0
Sat Mar 03 2018,0,0,20.5,152,20,6,2,1,7.38,80,27,2522,123,69,14.09,0,2.35,0.1,0,0,0,0,0,4,2,2,0,1,1,0,0
Sun Mar 04 2018,0,0,24.98,2302,44,7,3,2,0.58,232,40,5821,235,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Mar 05 2018,0,0,26.65,2855,53,23,3,7,10.33,311,60,9380,353,213,4.59,0,2.27,63.8,0,0,0,0,0,2,2,0,0,1,1,0,0
Tue Mar 06 2018,0,0,25.45,691,17,7,1,2,5.85,52,31,2240,88,42,0,0,2.32,0.65,0,0,0,0,0,0,0,0,0,1,1,0,0
Wed Mar 07 2018,0,0,27.2,2778,47,3,3,1,6.66,223,54,6337,234,148,4.6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Thu Mar 08 2018,0,0,22.05,2398,37,15,2,3,1.66,212,38,4873,223,100,2.27,0,4.67,8.33,0,0,0,0,0,1,1,0,0,2,2,0,0
Fri Mar 09 2018,0,0,24.09,3414,53,16,4,7,4.02,291,36,8767,365,172,2.32,0,0,10.11,0,0,0,0,0,1,1,0,0,0,0,0,0
Sat Mar 10 2018,0,0,29.21,363,20,11,0,2,3.32,35,35,964,33,28,4.42,0,0,12.66,0,0,0,0,0,2,2,0,0,0,0,0,0
Sun Mar 11 2018,0,0,25.76,2744,49,2,2,3,1.79,172,34,4534,178,113,2.32,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Mon Mar 12 2018,0,0,30,4387,52,9,0,9,5.63,331,41,9451,317,203,11.719999999999999,0,0,24,0,0,0,0,0,4,3,1,0,0,0,0,0
Tue Mar 13 2018,0,0,36.09,1884,38,11,1,12,14.87,148,61,5305,147,118,0,4.99,0,17.37,0,0,0,0,2,0,0,0,0,0,0,0,0
Wed Mar 14 2018,0,0,24.32,3035,42,5,4,2,1.92,241,41,5570,232,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Mar 15 2018,0,0,28.42,3543,58,16,1,5,0.26,317,45,8698,308,168,0,0,2.32,117.3,0,0,0,0,0,0,0,0,0,1,1,0,0
Fri Mar 16 2018,0,0,26.46,3790,58,15,3,2,8.19,334,37,9394,356,211,2.35,0,2.35,48.19,0,0,0,0,0,1,1,0,0,1,1,0,0
Sat Mar 17 2018,0,0,21.57,2076,62,30,2,5,12.18,349,34,9189,428,207,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Mar 18 2018,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Mar 19 2018,0,0,0,0,0,5,1,3,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Tue Mar 20 2018,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Mar 21 2018,0,0,23.06,2050,43,6,6,0,2.89,196,35,5120,225,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Mar 22 2018,0,0,28.41,3133,62,16,6,3,8.86,289,39,8891,314,198,7.03,2.495,2.32,103.25,0,0,0,0,1,2,1,1,0,1,1,0,0
Fri Mar 23 2018,0,0,30.04,3048,47,11,5,4,6.68,278,43,8230,276,141,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Mar 24 2018,0,0,25.95,2717,51,13,3,3,4.14,300,38,7630,296,148,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Mar 25 2018,0,0,26.72,4913,66,33,12,8,3.17,284,40,9031,340,155,2.32,0,4.67,1,0,0,0,0,0,1,1,0,0,2,2,0,0
Mon Mar 26 2018,0,0,27.75,4985,60,24,3,2,4,277,37,8326,302,170,1.995,0,2.35,1.81,0,0,0,0,0,1,1,0,0,1,1,0,0
Tue Mar 27 2018,0,0,26.85,330,26,9,0,0,1.94,30,32,1289,48,22,0,0,16.165,2.32,0,0,0,0,0,0,0,0,0,7,7,0,0
Wed Mar 28 2018,0,0,22.93,2085,40,21,5,0,0.3,252,31,5366,236,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Mar 29 2018,0,0,23.11,2960,53,21,2,3,0.71,259,37,6055,264,162,0,0,2.32,7.47,0,0,0,0,0,0,0,0,0,1,1,0,0
Fri Mar 30 2018,0,0,23.62,3255,45,14,0,5,4.83,350,33,8741,371,179,0,0,2.245,3.75,0,0,0,0,0,0,0,0,0,1,1,0,0
Sat Mar 31 2018,0,0,23.6,1544,61,7,2,12,14.52,311,42,6088,259,231,0,0,4.64,3.25,0,0,0,0,0,0,0,0,0,2,2,0,0
Sun Apr 01 2018,0,0,29.19,2572,68,17,1,12,10.54,364,48,9953,342,230,0,2.495,0,0.17,0,0,0,0,1,0,0,0,0,0,0,0,0
Mon Apr 02 2018,0,0,23.13,2869,60,31,7,14,9.12,302,33,6362,277,176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Apr 03 2018,0,0,32.9,335,21,25,3,3,16.45,125,52,2961,90,95,9.305,0,2.35,576.71,0,0,0,0,0,3,2,1,0,1,1,0,0
Wed Apr 04 2018,0,0,22.6,5307,84,6,5,8,2.56,593,41,13379,594,287,0,2.495,6.96,13.99,0,0,0,0,1,0,0,0,0,3,3,0,0
Thu Apr 05 2018,0,0,22.36,4149,96,11,4,16,7.33,658,42,13413,601,357,4.515,0,7.02,2.49,0,0,0,0,0,2,2,0,0,3,3,0,0
Fri Apr 06 2018,0,0,29.95,4474,75,20,7,6,12.39,418,50,17640,591,240,0,0,20.895,0.5,0,0,0,0,0,0,0,0,0,8,7,1,0
Sat Apr 07 2018,0,0,21.57,3692,73,51,7,10,7.3,460,43,12427,579,254,6.92,0,0,0.17,0,0,0,0,0,2,1,1,0,0,0,0,0
Sun Apr 08 2018,0,0,26.93,153,17,32,4,0,10.64,53,32,1212,45,31,2.27,0,0,0.12,0,0,0,0,0,1,1,0,0,0,0,0,0
Mon Apr 09 2018,0,0,26.59,4080,84,12,2,12,7.23,467,42,15344,578,266,2.27,0,2.35,0.15,0,0,0,0,0,1,1,0,0,1,1,0,0
Tue Apr 10 2018,0,0,30.38,268,25,10,0,1,3.96,47,37,2248,74,35,2.21,0,0,3.31,0,0,0,0,0,1,1,0,0,0,0,0,0
Wed Apr 11 2018,0,0,18.36,1627,44,10,0,0,2.4,171,27,4297,236,104,2.32,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Thu Apr 12 2018,0,0,23.78,2737,74,4,2,9,13.75,316,38,10440,441,207,4.59,0,0,3.63,0,0,0,0,0,2,2,0,0,0,0,0,0
Fri Apr 13 2018,0,0,21.88,2274,47,3,1,0,6.01,170,36,6541,302,99,0,4.99,0,0.04,0,0,0,0,2,0,0,0,0,0,0,0,0
Sat Apr 14 2018,0,0,25.41,2720,63,12,2,7,4.16,391,46,9859,390,242,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Apr 15 2018,0,0,38.91,1427,48,9,0,15,18.46,229,52,5564,143,158,2.32,2.495,0,0.72,0,0,0,0,1,1,1,0,0,0,0,0,0
Mon Apr 16 2018,0,0,19.45,2976,39,7,3,2,0.56,164,28,4435,229,107,2.35,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Tue Apr 17 2018,0,0,16.03,991,29,26,2,5,17.28,76,30,2870,179,58,2.32,0,0,16.24,0,0,0,0,0,1,1,0,0,0,0,0,0
Wed Apr 18 2018,0,0,24.61,2548,47,6,1,4,1.67,216,40,5636,230,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Apr 19 2018,0,0,25.88,4213,54,10,3,4,3.26,226,39,8307,322,140,2.27,0,0,14.35,0,0,0,0,0,1,1,0,0,0,0,0,0
Fri Apr 20 2018,0,0,23.47,2933,48,27,3,4,12.91,207,39,8754,374,133,2.21,0,0,10.77,0,0,0,0,0,1,1,0,0,0,0,0,0
Sat Apr 21 2018,0,0,25.28,3116,54,30,2,2,15.17,316,36,10518,418,187,2.35,0,2.35,16.91,0,0,0,0,0,1,1,0,0,1,1,0,0
Sun Apr 22 2018,0,0,30.44,2816,59,15,3,9,19.94,277,56,11354,377,164,6.775,0,0,0.1,0,0,0,0,0,2,1,1,0,0,0,0,0
Mon Apr 23 2018,0,0,24.03,3218,55,11,6,6,5.35,215,43,6992,293,141,0,0,2.32,0.12,0,0,0,0,0,0,0,0,0,1,1,0,0
Tue Apr 24 2018,0,0,29.17,488,27,17,1,4,14.98,49,37,2217,77,43,0,2.495,0,10.36,0,0,0,0,1,0,0,0,0,0,0,0,0
Wed Apr 25 2018,0,0,21.02,1720,43,41,1,1,1.43,134,30,4330,208,91,2.32,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Thu Apr 26 2018,0,0,19.36,2006,57,3,0,8,2.21,272,34,5576,289,160,2.245,0,0,1.08,0,0,0,0,0,1,1,0,0,0,0,0,0
Fri Apr 27 2018,0,0,24.06,2530,67,22,7,10,10.76,287,44,7818,327,186,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Apr 28 2018,0,0,22.14,529,29,73,0,1,9.81,75,30,2568,116,62,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Apr 29 2018,0,0,14.65,775,30,8,0,1,9.76,91,22,1905,132,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Apr 30 2018,0,0,23.11,1916,60,17,2,4,7.74,234,50,7211,314,159,0,2.495,4.54,8.57,0,0,2.4,0,1,0,0,0,0,2,2,0,0
Tue May 01 2018,0,0,31.22,389,30,8,3,2,24.83,98,38,4870,156,73,0,0,2.245,2.41,0,0,0.04,0,0,0,0,0,0,1,1,0,0
Wed May 02 2018,0,0,24.24,1946,49,5,5,3,6.25,196,39,5649,235,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu May 03 2018,0,0,24.72,2154,51,19,2,2,12.44,225,33,8084,329,142,2.32,0,2.32,0.56,0,0,0,0,0,2,1,1,0,1,1,0,0
Fri May 04 2018,0,0,26.51,2049,55,8,2,6,13.42,239,51,7741,295,162,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat May 05 2018,0,0,27.64,2276,58,22,18,5,21.65,278,50,10281,373,155,0,4.99,27.84,392.31,0,0,0,0,2,3,3,0,0,12,12,0,0
Sun May 06 2018,0,0,24.38,244,17,0,0,1,14.12,34,27,1268,53,33,0,0,0,7.05,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon May 07 2018,0,0,26.36,2316,60,15,2,7,0.12,200,35,5932,227,133,4.6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Tue May 08 2018,0,0,21.14,373,20,30,2,3,0.15,57,26,1966,93,54,0,2.495,0,2.37,0,0,0,0,1,2,2,0,0,0,0,0,0
Wed May 09 2018,0,0,24.6,2318,57,5,0,7,2.08,259,36,5485,226,123,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Thu May 10 2018,0,0,23.83,2023,47,6,1,5,3.36,184,37,6816,288,130,1.98,0,0,0.51,0,0,0,0,0,2,2,0,0,0,0,0,0
Fri May 11 2018,0,0,25.4,2446,61,1,5,4,5.79,277,37,8891,352,158,0,0,0,8.24,0,0,0,0,0,1,1,0,0,0,0,0,0
Sat May 12 2018,0,0,24.09,2251,58,2,3,8,5.11,323,38,9106,379,196,2.27,0,0,1.19,0,0,0,0,0,1,1,0,0,0,0,0,0
Sun May 13 2018,0,0,30.15,624,33,2,1,3,10,96,51,4010,133,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon May 14 2018,0,0,30.08,2119,52,7,2,1,10.63,258,44,5955,202,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue May 15 2018,0,0,30.19,236,25,9,2,1,7.94,95,38,3200,106,82,0,2.495,2.21,1.72,0,0,0,0,1,1,1,0,0,1,1,0,0
Wed May 16 2018,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Thu May 17 2018,0,0,24.23,1932,48,1,3,1,4.79,159,42,4241,177,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
